,name,weight,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,snack,snack1,snack2,snack3,snack_breakfast,breakfast1,breakfast2,breakfast3,rice,soup,side_dish1,side_dish2,kimchi,special,empty,rice_type1,rice_type2,rice_type3,rice_type4,rice_type5,rice_type6,rice_type7,rice_type8,rice_type9,rice_type10,rice_type11,rice_type12,rice_type13,rice_type14,rice_type15,rice_type16,rice_type17,rice_type18,rice_type19,rice_type20,rice_type21,rice_type22,rice_type23,rice_type24,simple_rice
1108,머윗대들깨나물,58.4,73.33,1.28207,3.81305,9.81233,0.9703,45.44,0.97084,170.68,7.7245,0.031721,0.06758,3.56302,1092.46925,1051.344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,모듬쌈,42,10.71,0.5838,0.0798,2.4192,1.386,29.4,0.3927,9.24,18.4275,0.03045,0.07203,4.1076,3.2655,6.3798,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,모듬과일샐러드,58.8,53.928,0.71288,2.4864,7.95984,1.05,15.05,0.175,16.646,9.578333333,0.019614,0.034174,7.056,1114.7458,165.85142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,(우유제외)모듬과일샐러드(마요네즈),56,78.89,0.3927,5.3949,7.9947,0.98,6.02,0.196,32.83,6.060833333,0.01911,0.02604,6.9636,2756.824,409.2648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,모듬버섯나물,47.3,28.807,1.14087,2.20448,2.85824,1.1244,3.272,0.33295,44.22,0.505083333,0.05574,0.096314,0.30942,904.57686,11.91177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,모듬채소겉절이,60.2,34.86,1.24138,0.30198,7.75488,2.387,26.698,0.4956,142.534,62.0095,0.038948,0.178066,4.1489,155.91926,15.42758,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,무나물,53.1,33.626,0.3419,2.84152,1.75603,0.3116,14.018,0.26045,104.073,0.81375,0.029474,0.013883,3.72801,378.83829,1741.92158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,무말랭이,27.2,84.85,3.30238,0.95462,15.9177,6.2605,76.38,1.20155,197.769,4.60225,0.127998,0.125719,12.92538,387.16164,21.38629,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,무말랭이무침,18.2,60.074,1.86046,1.54756,9.85908,3.7128,41.65,0.73486,101.318,9.787166666,0.07224,0.09366,7.06622,658.90692,20.909,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,무몰무침,53.2,30.072,0.65856,1.5715,4.15408,0.7378,39.074,0.45178,2.52,8.719666666,0.026628,0.046872,2.569,664.3896,15.94922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,무미역무침,32.8,20.046,0.59364,0.565,3.78396,0.6121,15.326,0.1822,96.668,19.30266667,0.035244,0.047345,2.27927,241.3903,9.37042,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,무미역생채,45.5,22.491,0.76258,1.47623,2.48304,0.126,36.792,0.29421,129.605,33.15783333,0.0252,0.038948,4.6914,587.88478,9.53708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,무사과무침,67.2,69.328,0.88522,3.05606,10.45366,1.7752,10.43,0.31976,136.808,36.827,0.030492,0.13783,1.91044,1323.9954,28.01344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,무생채,50.1,9.074,0.36966,0.06967,2.01087,0.417,11.658,0.10616,103.779,2.004083333,0.030555,0.018199,3.63218,27.91404,5.88663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,무채무침,40.1,17.069,0.3735,0.50219,2.99482,0.2562,12.178,0.13915,102.995,0.119416667,0.024042,0.02016,2.73504,134.31865,5.03571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,무초절임,48,17.164,0.26516,0.03808,4.2196,0.252,10.016,0.08004,136.964,0.14,0.0252,0.025452,3.0828,10.37456,4.1202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,물미역무초무침,38.1,8.091,0.80731,0.07773,2.02664,0.112,35.054,0.27948,162.431,33.44483333,0.022162,0.046806,4.2273,4.11418,1.72326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,미나리나물,50.2,15.571,0.98587,0.55696,2.32636,1.7672,24.885,0.21858,103.301,39.3285,0.011189,0.107344,1.83388,230.31319,35.38284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,미나리무생채,56.3,24.379,0.92446,0.43717,4.97081,1.7979,19.264,0.27551,3.212,28.53525,0.036861,0.112774,3.0828,223.70131,23.53011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,미나리무침,50.3,18.87,0.96478,0.95496,2.24697,1.7573,25.033,0.22312,103.359,39.33216667,0.010835,0.106796,1.7983,396.6235,37.51912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,미나리사과무침,70,68.796,1.19098,3.0968,10.0527,2.422,17.122,0.3759,137.662,66.43933333,0.026278,0.176666,1.652,1343.59806,40.81574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,미나리숙주나물,57.7,17.351,1.12193,0.88846,1.78805,1.2519,14.798,0.18983,35.979,11.41966667,0.033508,0.072874,3.5546,364.0469,17.56702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,미나리초무침,52.8,24.778,1.0709,0.98772,3.75281,1.8245,25.445,0.25808,57.504,44.0385,0.010835,0.112004,1.7983,414.00954,39.12156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,미니새송이버섯무침,53.2,26.012,1.7703,1.47266,3.91958,1.4434,2.282,0.25634,137.088,0.012833333,0.019712,0.173852,0,627.8657,7.47698,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,미역나물,53.2,24.542,1.7262,1.54126,2.96408,0.0224,74.312,0.60914,433.048,77.18783333,0.030492,0.115052,7.35,582.6975,7.47698,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,미역매실청무침,63,37.24,1.74076,1.54196,6.1194,0.0434,74.746,0.62454,433.216,77.18783333,0.032872,0.118762,7.3899,582.74846,7.47698,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,미역무침,56,45.178,2.08964,3.56706,3.27166,0.2198,86.87,0.7231,433.3,77.21583333,0.035322,0.15708,7.35,1419.2297,17.3551,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,미역초무침,38.1,9.771,0.85211,0.07073,2.49144,0.266,33.934,0.28228,162.011,33.4215,0.018802,0.045406,4.0229,3.09778,0.48426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,바나나사과키위샐러드,84,58.52,1.2453,0.784,12.9073,0.945,28.63,0.3206,6.86,9.473333333,0.04753,0.05285,17.2263,21.0777,5.4278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,(우유제외)바나나사과키위샐러드(마요네즈),77,98.49,0.5908,5.5419,12.887,0.805,10.29,0.3549,32.76,2.234166666,0.0462,0.03591,17.0415,2756.0547,410.8188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,방풍나물,52.7,30.355,1.69119,0.65328,5.63288,3.1266,114.106,0.42273,47.366,56.02408332,0.04145,0.152998,28.42562,261.23646,40.06283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,배무생채,56.3,27.739,0.71306,0.40777,6.07681,1.5039,13.104,0.22791,2.512,17.30025,0.036301,0.091774,2.9554,211.72151,14.18791,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,배오이생채,60.6,60.242,0.76328,3.0457,8.23578,1.7136,9.442,0.26246,137.496,50.45016667,0.018746,0.100814,3.1535,1322.90256,27.25814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,배추겉절이,58.8,33.098,1.16239,1.17853,5.16201,1.2139,21.177,0.45289,139.894,17.37341667,0.084042,0.128928,4.37698,442.83292,15.87607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,배추게맛살샐러드,66.3,79.096,2.96674,3.79963,8.63902,0.4872,75.613,0.44687,225.78,32.95483334,0.070108,0.079282,5.5314,1909.93152,247.57866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,배추나물,57.4,35.028,0.84364,2.79244,1.90876,0.0532,18.13,0.41384,141.722,2.280833334,0.099932,0.066248,5.28332,1166.66284,16.15236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,배추된장무침,52.8,18.049,0.9041,0.97083,1.78508,0,20.448,0.51025,147.21,0.210583333,0.12081,0.02457,4.9,291.34875,3.73849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,버섯들깨나물,42.6,33.794,2.11857,2.02743,3.99631,1.9853,17.926,0.48434,45.092,0.603,0.030321,0.12792,0.13302,375.54975,1041.73074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,봄동나물,55,20.162,1.13765,0.83227,2.76528,1.417,51.824,0.48317,67.516,38.78866667,0.027446,0.052858,11.61477,319.12682,50.03468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,봄동된장나물,52.5,21.525,1.3006,0.88403,2.76318,1.323,52.059,0.63455,164.36,37.81808333,0.0448,0.05208,11.4072,298.84085,48.81359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,봄동무침,52.5,15.58,1.06213,0.3867,2.68199,1.3357,50.355,0.45654,101.404,37.82841667,0.024749,0.046538,11.69667,132.53845,46.67731,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,봄동부추겉절이,70,61.936,1.58438,3.1255,7.8449,2.17,39.242,0.9884,151.032,72.016,0.054348,0.165186,7.8414,1322.84516,51.40884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,부추겉절이,54.6,26.22,1.07134,1.56998,2.47773,0.1566,15.497,1.74178,81.68,5.890833333,0.081701,0.050473,2.56013,599.5143,9.0815,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,부추나물,53.8,26.862,1.0824,1.6801,2.37298,0.0914,17.587,1.74076,35.187,4.053333333,0.081448,0.063146,2.56013,638.2515,8.5163,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,부추무침,67.2,60.788,1.49422,3.15826,7.45766,1.3272,18.13,1.68896,137.228,39.56866667,0.084672,0.16149,2.63844,1316.2394,25.43044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,부추배무침,67.2,64.148,1.28422,3.12186,8.61266,1.5232,14.35,1.21996,136.808,38.55366667,0.064512,0.15715,2.32484,1318.7972,25.59284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,부추사과무침,74.2,69.468,1.28632,3.12466,10.06936,1.6002,14.84,1.23816,136.808,38.74616667,0.065842,0.15554,2.19674,1319.4671,26.33764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,부추양파겉절이,61.9,21.391,1.05039,0.44693,3.983,0.4925,14.487,1.31152,42.441,4.441666667,0.066773,0.044973,3.53052,144.74532,2.8701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,부추양파무침,52.5,16.765,0.96014,0.24648,3.24859,0.2935,14.949,1.25816,81.438,2.564083333,0.062792,0.044018,2.62064,57.06641,0.64893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,부추양파생채,57.7,26.297,1.2242,0.34547,5.33705,0.9495,15.498,1.12909,135.624,10.65841667,0.060675,0.11752,2.6348,131.12561,5.75487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,북어채무침,15.5,34.559,6.64321,0.42929,0.64365,0.0651,26.559,0.3122,180.798,0.485666667,0.019327,0.033166,0.22624,43.03875,1.05886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,브로콜리깨소스무침,63.1,100.184,2.8623,7.16828,7.51954,2.541,76.704,0.78476,54.779,11.53133333,0.045724,0.181566,14.2933,3308.01156,292.42318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,브로콜리나물,55.3,57.449,2.15705,4.12188,3.9571,2.1518,52.577,0.61481,35.399,10.90133333,0.035371,0.09317,14.2933,1735.50146,50.7906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,브로콜리된장무침,55.3,49.091,2.00172,3.30589,3.67353,1.6177,28.56,0.68173,141.68,10.81325,0.039865,0.101514,14.2933,1307.15445,46.60313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,브로콜리두부무침,80.1,73.066,4.6606,4.49302,3.97082,2.317,40.104,0.9246,102.849,9.265666667,0.02506,0.12467,12.2514,2013.1433,176.70226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,브로콜리무침,54.7,56.728,2.093,4.12188,3.84132,2.1462,52.442,0.6036,35.515,10.90133333,0.035098,0.081802,14.2933,1735.50146,50.7906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,브로콜리새우깨무침,75.6,76.468,6.314,4.31088,3.86232,2.1462,68.572,1.1494,58.618,10.90133333,0.035098,0.100702,14.5033,1735.50146,50.7906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,브로콜리숙채,49,15.68,1.5092,0.098,3.0968,1.519,19.11,0.392,1.47,10.78,0.01617,0.07007,14.2933,14.8421,30.4486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,브로콜리애느타리무침,56,49.028,1.9733,3.48278,3.86498,2.002,29.316,0.58926,135.366,6.2895,0.051296,0.133406,8.2999,1060.3656,895.97774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,브로콜리참깨무침,61.7,97.426,2.13542,7.29946,6.91026,2.1462,53.394,0.63034,54.947,11.51383333,0.036064,0.10045,14.2933,3383.03966,295.09788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,브로콜리초고추장무침,58.8,56.126,1.7745,2.96842,6.86532,1.687,21.644,0.5299,139.258,22.5715,0.01617,0.08505,14.2933,1223.7022,49.40866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,브로콜리초무침,47,24.224,1.46441,0.24767,5.01595,1.468,19.501,0.37874,36.119,13.93433333,0.02341,0.083529,12.29884,82.41482,28.22288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,브로콜리흑임자소스무침,57,61.216,1.97764,4.4663,4.2853,1.8004,38.868,0.51814,87.924,11.4445,0.019414,0.127638,14.2933,2068.38805,281.2101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,블루베리고구마샐러드,99.4,114.086,1.3307,0.7777,25.7432,2.142,34.034,0.3248,11.564,13.49833333,0.04438,0.07679,4.1531,45.9991,8.1354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,(우유제외)블루베리고구마샐러드(마요네즈),85.4,150.206,0.7546,5.376,25.032,2.142,11.704,0.3528,36.344,2.969166667,0.04158,0.04613,3.9872,2776.4023,413.7182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,비름나물,52.5,37.667,1.39685,2.93062,2.0601,1.6716,66.549,0.75621,65.779,93.49316667,0.005173,0.090748,3.1703,1198.568,83.13256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,비름나물된장무침,52.4,19.771,1.6979,0.71457,2.40192,1.666,71.236,0.95405,171.646,93.47025,0.02771,0.08701,3.1703,158.03675,69.78081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,비름나물무침,52.4,18.819,1.6433,0.61097,2.44504,1.6884,69.668,0.80369,165.822,93.47025,0.007522,0.123522,3.1703,158.03675,69.78081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,비트무생채,55,20.874,0.23506,0.07378,5.1044,0.21,16.526,0.89344,146.064,0.116666667,0.02527,0.028182,6.069,8.64836,3.4335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,비트무초절임,45.2,13.412,0.3395,0.03164,3.20124,0.21,8.798,0.22102,142.41,0.116666667,0.02219,0.018606,4.179,8.631,3.4335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,사과미나리무침,60.2,37.072,0.6335,0.05348,9.33842,1.0122,8.918,0.16884,134.68,12.20216667,0.01211,0.101346,1.0437,21.24934,11.71632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,사과상추겉절이,61.6,67.004,0.70896,3.08644,9.99082,2.1882,19.726,0.46942,93.31,61.77266667,0.036036,0.137844,0.60158,1321.66538,26.79404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,사과상추무침,60.5,65.562,0.65198,3.08,9.72888,2.0846,18.922,0.46176,106.909,29.60766667,0.034986,0.130214,0.756,1317.05616,26.30824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,사과샐러드,56,77.21,0.1736,5.3151,7.8834,0.637,2.87,0.0973,32.34,1.47,0.00994,0.01561,0.6027,2753.4283,409.2956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,사과샐러드(마요네즈),57.4,126.42,1.8158,10.33928,8.12308,1.0206,20.132,0.42028,34.398,1.538833333,0.017234,0.083328,0.5166,3277.35702,410.02388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,사과샐러드(발사믹드레싱),55.3,48.741,0.25942,2.82597,5.87216,0.686,4.424,0.14917,1.127,4.097333334,0.03227,0.026278,14.4228,239.73348,24.63888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,사과연근샐러드,53.2,59.962,0.34412,3.2011,7.99876,0.917,5.81,0.1771,22.344,0.933333333,0.019096,0.028126,4.3995,1657.6679,246.66208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,사과오렌지샐러드(요거트드레싱),70,37.8,1.036,0.5768,7.854,0.504,29.82,0.0938,6.72,10.61666667,0.0385,0.0329,12.5692,15.2236,2.9974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,(우유제외)사과오렌지샐러드(마요네즈),63,77.77,0.3815,5.3347,7.8337,0.364,11.48,0.1281,32.62,3.3775,0.03717,0.01596,12.3844,2750.2006,408.3884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,사과참외샐러드,53.2,55.412,0.43092,3.2494,6.82976,0.721,2.94,0.1113,19.824,0.974166667,0.006986,0.025816,0.7623,1687.0021,247.42368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,사과치커리무침,60.2,36.232,0.6181,0.04788,9.12842,0.8022,15.638,0.36624,153.02,26.0855,0.01141,0.087766,0.8253,12.21514,17.22952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,삼색나물,67.5,56.826,2.18848,4.59382,3.32332,1.134,19.818,0.87728,113.013,50.46066667,0.08064,0.13237,13.1103,1590.31796,197.6037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,삼색나물(고사리),51.3,24.248,1.91673,1.09868,2.68772,0.7818,20.151,0.81065,45.032,53.89541667,0.045061,0.127442,13.28436,356.09685,53.91918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,삼색초무침,75.7,46.774,2.9204,0.04368,9.29768,0.763,60.506,0.28734,202.521,1.650833333,0.01449,0.058562,7.2576,5.5587,8.2866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
