,name,weight,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,snack,snack1,snack2,snack3,snack_breakfast,breakfast1,breakfast2,breakfast3,rice,soup,side_dish1,side_dish2,kimchi,special,empty,rice_type1,rice_type2,rice_type3,rice_type4,rice_type5,rice_type6,rice_type7,rice_type8,rice_type9,rice_type10,rice_type11,rice_type12,rice_type13,rice_type14,rice_type15,rice_type16,rice_type17,rice_type18,rice_type19,rice_type20,rice_type21,rice_type22,rice_type23,rice_type24,simple_rice
1192,상추+쌈장,56,41.16,1.8452,0.7994,6.9972,2.996,48.58,0.9184,381.78,43.575,0.06412,0.14532,0,341.3564,46.7628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,상추겉절이,62.3,31.983,1.20526,0.38563,6.83368,3.0226,50.162,0.98742,151.984,60.13175,0.068754,0.27643,0.07455,147.12572,10.60227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,상추달래겉절이,64.4,38.01,1.51578,0.49308,8.06596,3.4216,46.816,1.32902,148.106,70.30683333,0.068754,0.276514,0.0994,229.96974,24.73534,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,상추무생채,58.1,25.179,1.01556,0.30989,5.27828,1.8452,24.528,0.47712,141.456,29.59191667,0.04977,0.165648,2.59385,155.0906,13.68591,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,상추무침,36.3,24.012,0.9085,0.7444,4.02976,1.8264,47.718,0.64158,142.649,80.57508334,0.055762,0.15347,0.2901,204.71734,23.95895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,상추묵무침,105,41.118,1.0654,0.29022,9.03322,1.561,25.732,0.6979,172.186,55.6745,0.03423,0.144284,2.58132,82.50494,7.81074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,상추배생채,60.6,62.762,0.67718,3.08,8.93928,2.1126,18.402,0.44236,140.506,29.351,0.034706,0.136934,1.1844,1317.86816,25.42344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,상추부추무침,70,60.186,1.38628,3.1801,7.3339,2.387,38.472,1.4168,147.112,75.17183334,0.080458,0.232456,1.2614,1317.34596,25.58444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,상추사과무침,67.2,45.766,0.84427,0.29736,11.1272,2.198,17.948,0.4655,105.889,30.18341667,0.037016,0.162904,0.59115,153.57678,12.41667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,상추사과초무침,81.1,28.93,0.70726,0.484,6.30747,2.7928,48.781,0.85691,94.586,44.9075,0.056455,0.167605,0.68427,144.88176,2.98714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,상추쌈,49,8.82,0.539,0.147,1.764,1.911,46.55,0.784,17.64,42.46666667,0.0539,0.1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,상추쑥갓무침,70,58.716,1.41358,3.1528,6.9664,2.891,51.702,0.8687,176.932,116.9093333,0.052948,0.234136,2.3954,1325.80896,43.20764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,상추오이무침,57.7,27.179,0.92129,0.88726,4.51473,1.5975,27.569,0.49953,180.298,28.70466667,0.033198,0.124574,3.35169,367.89554,11.20882,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,상추유자청무침,60.2,37.058,1.17572,0.3654,8.0304,2.7608,44.758,0.91252,150.486,54.25583333,0.065716,0.249956,4.2994,147.45444,10.7772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,상추초무침,52.5,16.261,0.69244,0.17682,3.51204,1.9817,36.925,0.64659,48.013,66.97833334,0.047334,0.144977,0.64785,43.88867,3.3145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,새송이버섯나물,37.9,33.026,1.0815,2.84452,2.47142,1.015,1.944,0.1822,36.145,0.025666667,0.0133,0.09296,0,1197.658,14.95396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,새싹채소샐러드,53.2,41.622,1.11622,3.2907,2.56466,0.945,19.18,0.3038,23.464,3.371666666,0.037366,0.048216,5.3816,1665.6696,261.81708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,새싹채소샐러드(오리엔탈드레싱),51,20.122,1.13785,0.81343,2.71836,0.9506,18.536,0.2928,37.599,2.800583333,0.036703,0.05938,5.3816,75.44292,22.48827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,생취나물무침,52.4,32.539,1.5894,0.65507,6.21804,2.3744,70.158,3.04299,136.422,94.00108332,0.030552,0.289632,6.3014,172.44275,91.01251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,세발나물,52.5,35.217,0.85295,2.85712,1.8788,1.3286,26.369,0.46711,191.219,111.0515,0.072793,0.080948,1.6807,1179.7226,42.83006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,세발나물된장무침,54.6,38.332,1.0997,2.96072,2.18302,1.323,28.462,0.6517,297.486,111.0515,0.0938,0.07854,1.6807,1179.7226,42.83006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,세발나물무침,63,57.176,1.41778,3.0926,6.7319,2.401,29.302,0.6419,292.082,128.2318333,0.085988,0.192136,1.6807,1325.86216,52.90754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,세발나물초무침,58.8,58.73,1.53188,4.14162,4.76238,2.051,59.08,0.67144,240.142,118.2066666,0.091448,0.087164,1.6807,1761.06602,50.62176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,수박샐러드,172.2,122.304,1.18818,5.39336,19.37418,1.071,12.194,0.34468,33.474,80.90483333,0.039802,0.10087,0.93366,2772.38332,412.4848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,숙주나물,53.2,11.216,0.96923,0.37273,1.48624,0.8906,9.54,0.19743,44.912,2.259,0.036294,0.038536,3.98939,148.84054,7.41642,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,숙주나물김무침,51,10.437,1.13036,0.33622,1.46272,0.8442,9.062,0.24259,111.857,13.4935,0.043162,0.049938,4.22345,129.58777,6.22144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,숙주나물무침,50.6,9.651,0.88125,0.32468,1.26057,0.8541,6.811,0.12185,102.805,0.3685,0.035116,0.030116,3.60803,129.76246,6.22144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,숙주당근나물,53.2,12.476,0.91953,0.37833,1.81454,0.9886,10.31,0.20163,46.242,34.4065,0.033984,0.038816,3.69399,154.02404,7.33452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,숙주미나리나물,50.2,11.791,0.95227,0.47296,1.44016,1.0112,11.445,0.14718,102.881,5.7985,0.032189,0.048124,3.33328,190.46779,10.67844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,숙주초고추장무침,51.7,12.605,0.93431,0.34106,2.01349,0.8877,6.957,0.13903,29.482,2.721666666,0.035116,0.03272,3.60803,138.45548,7.02266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,숙주초무침,44.5,14.155,0.79079,0.71817,1.50178,0.7196,5.973,0.11658,35.284,0.181416667,0.029778,0.038594,3.0408,295.12049,7.54789,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,시금치김무침,55.9,26.437,2.75356,0.73097,4.38743,0.0899,32.21,1.81551,105.642,170.589,0.095738,0.262868,32.12629,180.57969,2.81646,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,시금치나물,52.5,20.911,1.62947,0.59246,3.26172,0.0604,21.258,1.30665,69.412,117.92525,0.06134,0.174574,29.53302,144.16356,2.29851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,시금치된장무침,54.6,45.682,1.8298,3.13712,3.36392,0,23.072,1.519,166.656,117.4623333,0.08008,0.17752,29.4,1165.395,14.95396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,시래기나물,52.7,17.125,0.93659,0.56998,2.65858,2.1956,56.286,0.76083,87.546,73.45991668,0.04341,0.036378,0.13302,190.75976,74.48533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,시래기된장무침,54.9,22.377,1.14347,0.93654,2.89493,2.1505,56.017,0.94333,184.456,73.46033335,0.0632,0.034792,0.11013,302.8437,76.10708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,시래기들깨나물,56.6,37.714,1.81127,2.10373,3.82201,3.0773,70.146,1.06674,87.582,73.57216668,0.057201,0.05946,0.13302,353.62085,1113.57454,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,시래기볶음나물,55.9,42.817,0.96653,3.3664,2.61209,2.1997,56.486,0.77895,78.153,73.62150002,0.043336,0.045546,0.0994,743.9126,391.63454,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,실곤약간장채소무침,75.6,40.88,0.8561,2.81442,3.80254,1.6464,34.454,0.33404,140.532,33.07733334,0.011312,0.061922,4.9364,1175.748,20.78076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,실곤약채소무침,80.5,53.487,0.92925,2.89632,7.2198,1.7976,35.259,0.38871,177.429,44.84316667,0.010493,0.040838,4.9364,1219.2131,24.78686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,실파김무침,11.1,11.233,1.34383,0.4915,1.60689,0.1249,17.006,0.71413,69.767,57.6335,0.037008,0.113264,3.5623,182.4265,5.11274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,모듬채소,33.6,6.566,0.37576,0.06146,1.3958,0.9408,19.404,0.308,7.952,47.23483334,0.021266,0.059752,1.3139,6.61402,1.22038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,쌈채소,35,6.93,0.3878,0.0735,1.4616,1.085,22.89,0.3696,9.38,50.7325,0.02583,0.07182,0.9989,6.3847,1.0297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,쌈채소+쌈장,53.2,23.59,1.42716,0.34552,4.35176,2.2904,66.934,0.71092,119.518,141.1433333,0.077266,0.147476,1.3811,118.52302,49.36274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,쑥갓나물,52.5,33.747,1.00975,2.87182,1.2712,1.1816,45.969,0.44751,104.979,100.9656667,0.014483,0.056448,5.096,1185.142,56.07476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,쑥갓나물무침,49.9,11.15,0.99978,0.42766,1.28035,1.2033,45.645,0.40222,104.705,100.9438333,0.015027,0.047366,5.14344,162.97472,42.89452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,쑥갓들깨무침,57.4,50.75,1.83694,3.98454,2.43782,1.8144,57.442,0.69846,205.45,101.0426667,0.025186,0.111804,5.096,1329.97816,749.14392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,쑥갓무침,67.2,56.588,1.64724,3.11318,6.30238,2.3002,51.926,0.7336,205.842,121.2225,0.028938,0.17381,5.67098,1333.18332,67.94984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,쑥갓팽이버섯나물,59.9,51.921,1.38713,4.33444,3.34292,1.6144,23.306,0.58887,165.404,44.09466667,0.031191,0.124482,2.34383,1503.0819,206.88326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,아욱나물무침,52.7,23.985,1.67159,0.58958,4.10898,2.2936,134.196,0.32473,61.086,159.74075,0.08702,0.252958,20.32592,197.33066,85.98073,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,아욱된장무침,54.6,47.642,1.82,3.04402,4.16752,2.205,134.302,0.5243,158.326,159.2756667,0.10507,0.25004,20.1929,1182.3,98.29316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,아욱무침,52.7,23.985,1.67159,0.58958,4.10898,2.2936,134.196,0.32473,61.086,159.74075,0.08702,0.252958,20.32592,197.33066,85.98073,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,애호박나물,54.1,32.257,0.60013,2.18149,2.93724,1.0632,9.787,0.17689,43.803,9.496,0.019748,0.041918,1.98355,899.99244,29.82918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,양배추나물,52.5,20.869,0.93262,0.38645,4.19076,1.3729,24.716,0.20338,46.872,2.072916667,0.018934,0.025257,9.93036,151.74778,17.55872,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,양배추된장나물,54.6,45.682,1.134,2.93132,4.30472,1.323,25.522,0.3773,144.116,0.5565,0.03843,0.02709,9.5844,1173.0145,29.84016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,양배추된장무침,55.9,31.272,1.26243,0.61475,5.99551,1.3685,28.564,0.40959,143.744,0.85675,0.04171,0.037324,9.71712,133.5483,16.83827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,양배추마요무침,70,67.76,1.0185,5.341,4.6956,1.449,24.5,0.1995,37.73,34.36416667,0.01918,0.02632,10.0016,2759.386,421.4448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,양배추무침,52.5,22.673,0.9688,0.73143,3.6008,1.0934,17.801,0.18109,138.306,33.19808334,0.013762,0.064302,7.2632,302.66075,13.75129,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,양배추사과샐러드,56,70.77,0.5852,5.3263,5.8534,1.029,14.63,0.1393,34.58,1.516666666,0.01498,0.01785,5.7351,2753.4787,416.5924,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,양배추샐러드,60.2,46.872,0.90482,3.2214,4.30206,1.4,22.68,0.1701,24.584,33.6,0.018396,0.022596,9.2141,1660.4539,258.09658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,양배추샐러드(딸기드레싱),65,32.543,0.802,1.46503,4.73778,1.225,16.973,0.18479,5.077,35.74783334,0.01685,0.033272,25.7602,132.68144,23.34384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,양배추샐러드(레몬드레싱),58.8,32.522,0.6692,1.45124,4.95754,0.868,13.426,0.14042,2.352,3.851166667,0.01253,0.035476,23.3471,127.69484,21.87794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,양배추샐러드(사우전아일랜드드레싱),63,52.682,1.1753,3.44204,4.80718,1.0836,16.436,0.21532,70.154,7.575166667,0.014812,0.049336,20.3931,1694.27384,256.36772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,양배추샐러드(참깨드레싱),60.2,78.358,2.00634,5.66202,6.0046,1.8032,74.536,0.4844,21.602,4.474166667,0.0238,0.179816,19.8471,2680.04324,265.69732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,양배추쌈장무침,54.6,48.566,1.09984,2.9624,4.98176,1.5946,24.99,0.23058,77.7,1.9915,0.020734,0.021154,9.5844,1241.28578,39.19272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,양배추오이무침,52,17.191,0.94731,0.27152,3.47166,1.203,16.436,0.19888,103.162,10.52425,0.013027,0.058152,6.71148,132.67492,12.18997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,양배추오이샐러드,53.2,43.582,0.61082,3.2235,3.55516,1.155,18.27,0.2275,25.074,39.865,0.016436,0.038766,4.6235,1657.7176,250.14318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,양배추유자청무침,71.4,70.462,1.36122,3.07188,10.23428,2.2862,20.958,0.41482,139.23,39.68533333,0.033572,0.145768,24.37974,1327.8531,37.75464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,양배추유자청샐러드,63.6,34.787,0.91849,0.04447,8.42861,1.4099,23.101,0.18489,39.836,33.01666667,0.021994,0.033212,13.44968,13.09039,13.7893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,양배추채무침,55.3,48.629,1.26112,3.14349,4.50065,1.4441,29.932,0.27167,138.306,0.564083333,0.020657,0.084126,9.5844,1299.93185,31.04073,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,양배추초절임,50.8,24.192,0.89292,0.05481,5.85564,1.3734,31.639,0.19925,137.853,26.9325,0.028728,0.04788,8.32986,9.45042,23.05086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,양배추콘샐러드,56,74.55,0.8701,5.425,5.9619,1.015,14.07,0.1778,64.68,33.94416667,0.01169,0.03353,5.7715,2791.0162,416.6379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,양배추호두무침,46.2,89.502,1.3307,8.1963,3.6631,0.945,20.468,0.2716,37.114,1.4805,0.02184,0.02709,6.846,2751.3395,417.8118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,양상추과일샐러드,56,75.11,0.3591,5.3179,7.154,0.756,4.97,0.1554,32.62,2.350833333,0.03857,0.02359,1.197,2752.7927,409.2312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,(우유제외)양상추딸기샐러드,64.4,77.014,0.4767,6.7466,4.0285,0.567,7.77,0.2604,36.078,7.088666666,0.06265,0.01925,15.7059,2864.84884,417.62644,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,양상추딸기샐러드,64.4,50.092,0.65184,3.73058,3.89956,0.609,12.852,0.23856,18.606,8.954166667,0.062566,0.023324,15.76134,1220.58664,173.8555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,양상추사과샐러드,56,66.57,0.2828,5.3039,4.9238,0.693,6.23,0.1757,32.9,3.033333333,0.05838,0.01421,0.2583,2749.1247,408.086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,양상추샐러드,75.6,53.312,0.70854,2.82492,6.71132,1.057,9.744,0.28714,136.136,25.03783333,0.086296,0.08792,14.5383,240.72342,24.1038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,양상추샐러드(레몬드레싱),63,62.048,0.385,4.24088,6.04688,0.84,7.392,0.18914,2.632,37.07433334,0.06069,0.042042,17.8759,358.34022,35.01162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,양상추샐러드(발사믹드레싱),55.3,41.671,0.37072,2.82667,3.82256,0.84,7.574,0.19957,3.017,36.9915,0.05789,0.028168,14.3759,242.31718,24.28468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,양상추샐러드(사우전아일랜드드레싱),63,49.532,0.9485,3.42524,4.10998,0.8316,10.136,0.24262,68.894,8.712666667,0.047362,0.046606,16.2855,1691.00834,249.98792,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,양상추샐러드(오리엔탈드레싱),51.8,26.015,0.45815,1.42145,3.16068,0.7868,7.114,0.26982,140.073,36.17133334,0.058369,0.035294,10.9606,125.51966,13.21096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,양상추샐러드(참깨드레싱),45.8,65.087,1.41498,5.37741,3.42556,1.1424,42.345,0.50873,125.359,21.80175,0.07106,0.136836,1.09284,2437.09122,253.97613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
